1.0,1.0,14.0,14.0,13.0,12.0,10.0,8.0,47.405792,11.229419,1.873283,0.176841,0.0,0.0,0.0,0.0,0.538302,0.086364,1.0,0.0
1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,31.537569,24.030768,11.270434,0.0,0.0,0.0,0.0,0.0,0.481576,0.121771,0.0,1.0
1.0,1.0,64.0,58.0,56.0,51.0,47.0,32.0,40.989728,17.845018,4.112388,0.724718,0.057052,0.0,0.0,0.0,0.549593,0.092517,0.0,1.0
1.0,1.0,5.0,5.0,5.0,5.0,3.0,2.0,38.096555,16.829725,0.942152,0.120212,0.003909,0.003909,0.003909,0.003909,0.537248,0.099688,0.0,0.0
1.0,1.0,37.0,36.0,35.0,34.0,32.0,23.0,14.909042,6.025305,0.471824,0.056497,0.0,0.0,0.0,0.0,0.502927,0.116047,0.0,0.0
1.0,1.0,33.0,32.0,32.0,29.0,28.0,25.0,15.49109,4.974087,0.935407,0.00474,0.0,0.0,0.0,0.0,0.54934,0.118506,0.0,1.0
1.0,1.0,40.0,36.0,30.0,26.0,20.0,13.0,28.421534,11.601307,2.904117,1.044188,0.341661,0.171841,0.078845,0.007076,0.472958,0.095018,1.0,1.0
1.0,1.0,78.0,77.0,75.0,71.0,56.0,36.0,9.980567,2.147835,0.821048,0.497936,0.188872,0.159215,0.109265,0.071803,0.575965,0.109265,0.0,1.0
1.0,1.0,11.0,10.0,10.0,10.0,9.0,7.0,34.450206,8.471505,1.341273,0.077418,0.005806,0.003871,0.003871,0.003871,0.548232,0.116128,1.0,0.0
1.0,1.0,39.0,39.0,37.0,37.0,31.0,22.0,27.716587,9.203906,1.900002,0.476543,0.043182,0.004627,0.0,0.0,0.529077,0.120292,0.0,0.0
1.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,118.036826,21.57838,7.407548,0.725415,0.003959,0.003959,0.003959,0.003959,0.508743,0.105893,1.0,0.0
1.0,1.0,36.0,35.0,33.0,27.0,26.0,14.0,138.926392,72.129028,15.953894,2.452627,0.437712,0.063705,0.038017,0.031852,0.518562,0.086309,1.0,1.0
1.0,1.0,15.0,13.0,13.0,12.0,9.0,6.0,39.305552,15.394691,7.490443,0.11809,0.001952,0.0,0.0,0.0,0.577617,0.096619,1.0,0.0
1.0,1.0,100.0,90.0,83.0,77.0,66.0,41.0,23.181784,8.018066,4.092195,2.201438,1.482793,1.299209,0.972838,0.114544,0.542757,0.119251,0.0,1.0
1.0,1.0,51.0,48.0,47.0,47.0,41.0,30.0,29.421458,14.567624,2.704454,0.160706,0.006122,0.0,0.0,0.0,0.556058,0.111729,0.0,1.0
1.0,1.0,25.0,24.0,23.0,22.0,17.0,12.0,43.58214,20.669507,4.562259,0.318637,0.001949,0.0,0.0,0.0,0.510198,0.096468,1.0,0.0
1.0,1.0,50.0,49.0,49.0,46.0,41.0,29.0,62.496595,32.082323,10.936554,1.937493,0.085661,0.0,0.0,0.0,0.545114,0.084103,0.0,0.0
1.0,1.0,12.0,12.0,12.0,12.0,11.0,9.0,102.516449,61.517328,11.329713,0.700273,0.0,0.0,0.0,0.0,0.487112,0.112914,0.0,0.0
1.0,1.0,16.0,15.0,14.0,13.0,10.0,8.0,66.447502,30.704366,13.601814,1.533939,0.094144,0.00307,0.0,0.0,0.506241,0.101308,1.0,1.0
1.0,1.0,52.0,51.0,51.0,50.0,48.0,34.0,22.951977,10.029318,4.423472,0.513135,0.054096,0.023184,0.0,0.0,0.497064,0.100463,0.0,0.0
1.0,1.0,10.0,10.0,9.0,9.0,9.0,6.0,72.938941,20.285362,9.793215,0.916265,0.040814,0.0,0.0,0.0,0.528929,0.108156,1.0,0.0
1.0,1.0,5.0,5.0,5.0,5.0,3.0,1.0,75.225002,5.342564,1.821869,0.068243,0.0,0.0,0.0,0.0,0.561342,0.094092,1.0,0.0
1.0,1.0,36.0,35.0,33.0,30.0,25.0,17.0,245.337355,167.131427,70.266718,15.865128,2.259873,0.319041,0.091008,0.054196,0.489652,0.123731,1.0,1.0
1.0,1.0,60.0,59.0,58.0,56.0,54.0,34.0,14.64489,6.096383,0.706335,0.018507,0.0,0.0,0.0,0.0,0.51213,0.129546,0.0,1.0
1.0,0.0,23.0,22.0,20.0,18.0,13.0,8.0,131.077221,47.825963,24.719398,3.161361,0.044599,0.00726,0.001037,0.0,0.486577,0.115128,1.0,1.0
1.0,0.0,56.0,52.0,47.0,39.0,31.0,20.0,19.306216,7.864365,1.977152,0.335628,0.054921,0.01373,0.001526,0.0,0.556149,0.102214,0.0,1.0
1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,60.913407,16.402759,2.568119,0.123999,0.00205,0.0,0.0,0.0,0.552365,0.108628,1.0,0.0
1.0,1.0,37.0,37.0,36.0,33.0,30.0,24.0,11.62947,5.056225,0.546619,0.058347,0.0,0.0,0.0,0.0,0.499905,0.112088,0.0,0.0
1.0,1.0,22.0,22.0,22.0,17.0,14.0,10.0,160.092663,56.331519,24.550154,3.135309,0.136362,0.045454,0.00202,0.0,0.514302,0.107069,1.0,0.0
1.0,1.0,22.0,16.0,13.0,11.0,9.0,7.0,78.342678,17.815759,3.954982,0.684634,0.1355,0.03362,0.019357,0.015282,0.490538,0.102899,1.0,1.0
1.0,1.0,59.0,58.0,56.0,56.0,54.0,44.0,25.765382,8.620228,1.097511,0.099913,0.081468,0.041503,0.03228,0.03228,0.484986,0.136805,0.0,1.0
1.0,1.0,18.0,18.0,13.0,11.0,8.0,4.0,61.611911,21.056223,3.028357,0.409181,0.087237,0.015578,0.0,0.0,0.555732,0.087237,0.0,1.0
1.0,1.0,92.0,84.0,78.0,71.0,60.0,43.0,20.384375,10.683792,8.147488,6.674239,5.694161,4.20369,2.71322,1.269718,0.521502,0.104897,0.0,1.0
1.0,1.0,16.0,15.0,15.0,12.0,11.0,8.0,173.137429,76.572323,28.766118,2.536235,0.020797,0.001981,0.00099,0.00099,0.537942,0.098043,1.0,0.0
1.0,0.0,14.0,14.0,13.0,13.0,13.0,8.0,25.537754,13.654016,0.181173,0.0,0.0,0.0,0.0,0.0,0.534954,0.135112,1.0,1.0
1.0,1.0,100.0,94.0,84.0,72.0,47.0,33.0,98.954807,44.187972,21.234133,4.521687,0.459495,0.033494,0.024074,0.016747,0.492341,0.124556,1.0,1.0
1.0,1.0,59.0,59.0,58.0,58.0,50.0,34.0,43.432426,16.415454,5.92763,1.854915,0.163532,0.004672,0.0,0.0,0.540783,0.126153,0.0,0.0
1.0,1.0,60.0,56.0,46.0,37.0,29.0,19.0,247.798988,55.343818,32.199603,11.184719,3.642385,1.822757,1.132445,0.313873,0.489107,0.077165,0.0,1.0
1.0,1.0,16.0,14.0,13.0,12.0,9.0,6.0,68.002805,13.919028,5.614372,1.196826,0.610773,0.306931,0.179215,0.086518,0.518665,0.093727,0.0,1.0
1.0,1.0,9.0,9.0,9.0,7.0,6.0,5.0,23.399496,5.309282,0.7176,0.054538,0.00287,0.001914,0.001914,0.001914,0.544008,0.09281,0.0,0.0
1.0,1.0,12.0,12.0,11.0,10.0,9.0,7.0,57.776566,25.026727,3.867387,0.117606,0.0,0.0,0.0,0.0,0.491677,0.134129,1.0,0.0
1.0,1.0,49.0,49.0,49.0,49.0,45.0,37.0,63.197145,27.377668,8.067688,0.979548,0.001552,0.0,0.0,0.0,0.516733,0.12419,0.0,0.0
1.0,1.0,12.0,11.0,10.0,10.0,6.0,5.0,36.46016,20.604073,0.878118,0.0,0.0,0.0,0.0,0.0,0.508996,0.127779,0.0,0.0
1.0,1.0,71.0,70.0,68.0,61.0,56.0,46.0,26.335311,13.482452,3.972127,0.474567,0.015819,0.0,0.0,0.0,0.547224,0.105987,0.0,1.0
1.0,1.0,52.0,52.0,52.0,52.0,49.0,40.0,77.567631,43.901178,14.709721,2.124275,0.060077,0.009243,0.0,0.0,0.520946,0.092427,0.0,0.0
